yr,mon,u_carrier,max,min,mean,count,prop,q25,q75
2003,12,EV,1051.0,0.0,0.0,23513,0.187343171862374,0.0,8.0
2003,12,FL,416.0,0.0,5.0,15220,0.29533508541392905,0.0,22.0
2003,12,HA,302.0,0.0,2.0,494,0.2975708502024291,0.0,18.0
2003,12,HP,580.0,0.0,0.0,23231,0.2018423658043132,0.0,11.0
2003,12,MQ,1039.0,0.0,1.0,36133,0.2914510281460161,0.0,19.0
2003,12,NW,1584.0,0.0,1.0,50031,0.24316923507425398,0.0,14.0
2003,12,OO,665.0,0.0,0.0,35938,0.22088040514218932,0.0,12.0
2003,12,TZ,455.0,0.0,0.0,4600,0.23521739130434782,0.0,13.0
2003,12,UA,1140.0,0.0,1.0,65286,0.24332935085623258,0.0,14.0
2003,12,US,430.0,0.0,0.0,28934,0.18580217045690192,0.0,9.0
2003,12,WN,465.0,0.0,0.0,46477,0.16976138735288424,0.0,8.0
2003,12,XE,495.0,0.0,2.0,23640,0.25050761421319795,0.0,15.0
2004,1,AA,1379.0,0.0,2.0,73444,0.3001470508142258,0.0,20.0
2004,1,AS,412.0,0.0,1.0,10887,0.2892440525397263,0.0,18.0
2004,1,B6,338.0,0.0,0.0,6866,0.23041071948732886,0.0,13.0
2004,1,CO,663.0,0.0,0.0,33503,0.1992060412500373,0.0,11.0
2004,1,DH,430.0,0.0,7.0,10519,0.425800931647495,0.0,41.0
2004,1,DL,557.0,0.0,1.0,67091,0.2233682610186165,0.0,12.0
2004,1,EV,625.0,0.0,0.0,23426,0.16494493298044907,0.0,6.0
2004,1,FL,489.0,0.0,2.0,15311,0.26190320684475216,0.0,17.0
2004,1,HA,395.0,0.0,2.0,457,0.24726477024070023,0.0,14.0
2004,1,HP,727.0,0.0,1.0,24052,0.2290454016298021,0.0,13.0
2004,1,MQ,825.0,0.0,1.0,35640,0.3041526374859708,0.0,21.0
2004,1,NW,1879.0,0.0,2.0,48578,0.2621145374449339,0.0,16.0
2004,1,OH,412.0,0.0,0.0,13524,0.27610174504584445,0.0,17.0
2004,1,OO,535.0,0.0,0.0,35567,0.2343183287879214,0.0,13.0
2004,1,TZ,993.0,0.0,0.0,4629,0.29444804493411103,0.0,20.0
2004,1,UA,955.0,0.0,0.0,64457,0.2696371224227004,0.0,17.0
2004,1,US,685.0,0.0,0.0,29118,0.17490899100212925,0.0,7.0
2004,1,WN,455.0,0.0,0.0,46328,0.16119841132792265,0.0,7.0
2004,1,XE,404.0,0.0,0.0,23740,0.21103622577927547,0.0,12.0
2004,2,AA,1232.0,0.0,0.0,70001,0.24852502107112756,0.0,14.0
2004,2,AS,482.0,0.0,0.0,11030,0.22221214868540345,0.0,12.0
2004,2,B6,391.0,0.0,0.0,7022,0.12745656508117345,0.0,5.0
2004,2,CO,555.0,0.0,0.0,32669,0.20689338516636566,0.0,12.0
2004,2,DH,396.0,0.0,3.0,10955,0.3685988133272478,0.0,29.0
2004,2,DL,538.0,0.0,3.0,64494,0.28801128787174,0.0,18.0
2004,2,EV,613.0,0.0,0.0,21302,0.24162050511689043,0.0,13.0
2004,2,FL,437.0,0.0,5.0,14757,0.3349596801517924,0.0,27.0
2004,2,HA,649.0,0.0,0.0,440,0.12954545454545455,0.0,1.25
2004,2,HP,548.0,0.0,3.0,22752,0.27518459915611815,0.0,16.0
2004,2,MQ,883.0,0.0,0.0,34714,0.23820360661404621,0.0,13.0
2004,2,NW,1274.0,0.0,0.0,47458,0.2270217876859539,0.0,13.0
2004,2,OH,508.0,0.0,0.0,13148,0.26201703681168237,0.0,16.0
2004,2,OO,490.0,0.0,0.0,33616,0.2057651118514993,0.0,11.0
2004,2,TZ,773.0,0.0,0.0,4387,0.20264417597447001,0.0,10.0
2004,2,UA,755.0,0.0,0.0,60934,0.17857025634292842,0.0,9.0
2004,2,US,465.0,0.0,0.0,27370,0.1548776032151991,0.0,6.0
2004,2,WN,559.0,0.0,0.0,44426,0.18016476837887724,0.0,10.0
2004,2,XE,514.0,0.0,0.0,23796,0.21814590687510507,0.0,12.0
2004,3,AA,1160.0,0.0,0.0,75233,0.2124466656919171,0.0,11.0
2004,3,AS,661.0,0.0,0.0,12302,0.18151520078036093,0.0,8.75
2004,3,B6,813.0,0.0,0.0,7792,0.16234599589322382,0.0,8.0
2004,3,CO,578.0,0.0,0.0,36519,0.2069059941400367,0.0,12.0
2004,3,DH,526.0,0.0,1.0,11980,0.35166944908180303,0.0,30.0
2004,3,DL,524.0,0.0,0.0,70605,0.16360031159266342,0.0,9.0
2004,3,EV,848.0,0.0,0.0,23275,0.11381310418904404,0.0,2.0
2004,3,FL,498.0,0.0,0.0,16108,0.1417308169853489,0.0,6.0
2004,3,HA,451.0,0.0,0.0,553,0.14466546112115733,0.0,5.0
2004,3,HP,715.0,0.0,2.0,24817,0.2484184228553008,0.0,14.0
2004,3,MQ,922.0,0.0,0.0,38122,0.2494622527674309,0.0,14.0
2004,3,NW,1240.0,0.0,0.0,52532,0.21202314779562934,0.0,12.0
2004,3,OH,349.0,0.0,0.0,14373,0.17247617059764836,0.0,7.0
2004,3,OO,532.0,0.0,0.0,36032,0.11623001776198934,0.0,5.0
2004,3,TZ,415.0,0.0,0.0,4666,0.1941705957993999,0.0,10.0
2004,3,UA,1102.0,0.0,0.0,66358,0.18885439585279845,0.0,8.0
2004,3,US,455.0,0.0,0.0,29464,0.13813467282106978,0.0,4.0
2004,3,WN,347.0,0.0,0.0,47971,0.16614204415167497,0.0,8.0
2004,3,XE,482.0,0.0,0.0,26248,0.21887381895763486,0.0,12.0
2004,4,AA,1227.0,0.0,0.0,73409,0.17390238254165022,0.0,7.0
2004,4,AS,871.0,0.0,0.0,11984,0.14886515353805074,0.0,6.0
2004,4,B6,327.0,0.0,0.0,7933,0.13815706542291692,0.0,5.0
2004,4,CO,706.0,0.0,0.0,35225,0.21797019162526615,0.0,12.0
2004,4,DH,457.0,0.0,0.0,11558,0.24519813116456135,0.0,14.0
2004,4,DL,554.0,0.0,0.0,68764,0.17206677912861382,0.0,9.0
2004,4,EV,616.0,0.0,0.0,23791,0.12975494935059476,0.0,3.0
2004,4,FL,340.0,0.0,0.0,15805,0.13426130971211642,0.0,5.0
2004,4,HA,346.0,0.0,0.0,533,0.16135084427767354,0.0,8.0
2004,4,HP,629.0,0.0,1.0,23814,0.2236079617031998,0.0,13.0
2004,4,MQ,642.0,0.0,0.0,38265,0.20128054357768196,0.0,10.0
2004,4,NW,1151.0,0.0,0.0,50964,0.1542265128325877,0.0,8.0
2004,4,OH,694.0,0.0,0.0,13908,0.16997411561691114,0.0,7.0
2004,4,OO,473.0,0.0,0.0,35047,0.12508916597711645,0.0,6.0
2004,4,TZ,368.0,0.0,0.0,4434,0.13013080739738386,0.0,5.0
2004,4,UA,470.0,0.0,0.0,64849,0.14795910499776405,0.0,6.0
2004,4,US,673.0,0.0,0.0,28879,0.13927075037224282,0.0,4.0
2004,4,WN,304.0,0.0,0.0,46512,0.1885749914000688,0.0,10.0
2004,4,XE,485.0,0.0,0.0,25711,0.2168721558865855,0.0,12.0
2004,5,AA,1210.0,0.0,0.0,73060,0.22495209416917603,0.0,12.0
2004,5,AS,483.0,0.0,0.0,12960,0.18896604938271605,0.0,9.0
2004,5,B6,566.0,0.0,0.0,7633,0.16939604349534915,0.0,7.0
2004,5,CO,651.0,0.0,0.0,34786,0.24095900649686655,0.0,14.0
2004,5,DH,775.0,0.0,1.0,10912,0.3581378299120235,0.0,33.0
2004,5,DL,496.0,0.0,1.0,69941,0.24557841609356457,0.0,14.0
2004,5,EV,662.0,0.0,0.0,23887,0.18390756478419223,0.0,8.0
2004,5,FL,368.0,0.0,0.0,16149,0.19895968790637192,0.0,10.0
2004,5,HA,516.0,0.0,0.0,497,0.18108651911468812,0.0,10.0
2004,5,HP,412.0,0.0,0.0,24667,0.19406494506830987,0.0,10.0
2004,5,MQ,679.0,0.0,0.0,38121,0.2678051467694971,0.0,17.0
2004,5,NW,1092.0,0.0,0.0,51302,0.227437526802074,0.0,13.0
2004,5,OH,328.0,0.0,0.0,14071,0.23736763556250445,0.0,13.0
2004,5,OO,449.0,0.0,0.0,36074,0.12205466540999058,0.0,5.0
2004,5,TZ,497.0,0.0,0.0,4513,0.2093950808774651,0.0,10.0
2004,5,UA,1009.0,0.0,0.0,65884,0.24632687754234717,0.0,14.0
2004,5,US,469.0,0.0,0.0,29071,0.1672113102404458,0.0,5.0
2004,5,WN,434.0,0.0,0.0,47460,0.18864306784660767,0.0,10.0
2004,5,XE,691.0,0.0,1.0,25399,0.2571361077207764,0.0,15.0
2004,6,AA,1325.0,0.0,1.0,73349,0.29532781633014765,0.0,21.0
2004,6,AS,577.0,0.0,1.0,13148,0.24703376939458474,0.0,14.0
2004,6,B6,316.0,0.0,0.0,7651,0.18742648019866684,0.0,9.0
2004,6,CO,842.0,0.0,3.0,34334,0.3237315780276111,0.0,23.0
2004,6,DH,418.0,0.0,0.0,8048,0.3157306163021869,0.0,26.0
2004,6,DL,669.0,0.0,5.0,68823,0.3270273019194165,0.0,21.0
2004,6,EV,533.0,0.0,2.0,22791,0.3147294984862446,0.0,23.0
2004,6,FL,590.0,0.0,0.0,15960,0.2869047619047619,0.0,23.0
2004,6,HA,647.0,0.0,0.0,472,0.15889830508474576,0.0,8.0
2004,6,HP,743.0,0.0,2.0,24520,0.2715334420880914,0.0,16.0
2004,6,MQ,797.0,0.0,3.0,38440,0.3176899063475546,0.0,23.0
2004,6,NW,1310.0,0.0,2.0,52272,0.2613253749617386,0.0,15.0
2004,6,OH,815.0,0.0,0.0,13383,0.26727938429350667,0.0,17.0
2004,6,OO,556.0,0.0,0.0,37081,0.1705725304064076,0.0,8.0
2004,6,TZ,419.0,0.0,0.0,4750,0.21326315789473685,0.0,11.0
2004,6,UA,1393.0,0.0,0.0,67326,0.2270445296022339,0.0,12.0
2004,6,US,558.0,0.0,0.0,28995,0.22417658216933953,0.0,12.0
2004,6,WN,465.0,0.0,0.0,47087,0.24393144604667955,0.0,14.0
2004,6,XE,439.0,0.0,4.0,25417,0.3278514380139277,0.0,23.0
2004,7,AA,1307.0,0.0,0.0,74491,0.2420426628720248,0.0,14.0
2004,7,AS,417.0,0.0,0.0,13833,0.22207764042507047,0.0,12.0
2004,7,B6,385.0,0.0,0.0,8187,0.22804446073042628,0.0,12.0
2004,7,CO,1033.0,0.0,0.0,35220,0.23463940942646225,0.0,13.0
2004,7,DH,606.0,0.0,0.0,6199,0.31392160025810617,0.0,25.0
2004,7,DL,559.0,0.0,4.0,70230,0.27300299017513885,0.0,16.0
2004,7,EV,1187.0,0.0,0.0,24547,0.23774799364484459,0.0,13.0
2004,7,FL,502.0,0.0,0.0,17612,0.21882807176924823,0.0,13.0
2004,7,HA,610.0,0.0,0.0,496,0.1028225806451613,0.0,4.0
2004,7,HP,520.0,0.0,1.0,24947,0.23072914578907283,0.0,13.0
2004,7,MQ,863.0,0.0,1.0,39868,0.2767633189525434,0.0,18.0
2004,7,NW,1584.0,0.0,1.0,54448,0.22704231560387894,0.0,13.0
2004,7,OH,1380.0,0.0,0.0,15605,0.2681191925664851,0.0,17.0
2004,7,OO,556.0,0.0,0.0,39947,0.1452424462412697,0.0,6.0
2004,7,TZ,967.0,0.0,0.0,4844,0.2611478117258464,0.0,16.0
2004,7,UA,899.0,0.0,0.0,70049,0.2152636011934503,0.0,11.0
2004,7,US,450.0,0.0,0.0,29730,0.20191725529767912,0.0,9.0
2004,7,WN,487.0,0.0,0.0,48500,0.23391752577319588,0.0,13.0
2004,7,XE,567.0,0.0,0.0,26389,0.2500663155102505,0.0,15.0
2004,8,AA,1154.0,0.0,0.0,75077,0.2528071180254938,0.0,15.0
2004,8,AS,624.0,0.0,0.0,13787,0.24138681366504677,0.0,14.0
2004,8,B6,571.0,0.0,0.0,8214,0.25687850012174335,0.0,15.0
2004,8,CO,627.0,0.0,0.0,35329,0.18670214271561605,0.0,9.0
2004,8,DH,839.0,0.0,0.0,4974,0.256735022114998,0.0,16.0
2004,8,DL,743.0,0.0,2.0,70283,0.23695630522316918,0.0,13.0
2004,8,EV,697.0,0.0,0.0,24884,0.17517280180035363,0.0,7.0
