yr,mon,arr_hour,delay_type,type_count
2010,11,16,Severe,2235
2010,11,17,None,20250
2010,11,17,Slight,7113
2010,11,17,Moderate,4000
2010,11,17,Severe,2351
2010,11,18,None,20950
2010,11,18,Slight,7627
2010,11,18,Moderate,4395
2010,11,18,Severe,2588
2010,11,19,None,18772
2010,11,19,Slight,7052
2010,11,19,Moderate,4294
2010,11,19,Severe,2598
2010,11,20,None,21584
2010,11,20,Slight,7600
2010,11,20,Moderate,4598
2010,11,20,Severe,2843
2010,11,21,None,17883
2010,11,21,Slight,6041
2010,11,21,Moderate,3873
2010,11,21,Severe,2466
2010,11,22,None,14777
2010,11,22,Slight,5221
2010,11,22,Moderate,3319
2010,11,22,Severe,2113
2010,11,23,None,11951
2010,11,23,Slight,3995
2010,11,23,Moderate,2405
2010,11,23,Severe,1337
2010,12,0,None,1697
2010,12,0,Slight,677
2010,12,0,Moderate,609
2010,12,0,Severe,486
2010,12,1,None,303
2010,12,1,Slight,110
2010,12,1,Moderate,93
2010,12,1,Severe,48
2010,12,2,None,48
2010,12,2,Slight,29
2010,12,2,Moderate,13
2010,12,2,Severe,19
2010,12,3,None,16
2010,12,3,Slight,11
2010,12,3,Moderate,17
2010,12,3,Severe,8
2010,12,4,None,144
2010,12,4,Slight,59
2010,12,4,Moderate,31
2010,12,4,Severe,18
2010,12,5,None,2248
2010,12,5,Slight,569
2010,12,5,Moderate,341
2010,12,5,Severe,259
2010,12,6,None,3303
2010,12,6,Slight,1291
2010,12,6,Moderate,575
2010,12,6,Severe,324
2010,12,7,None,9986
2010,12,7,Slight,3721
2010,12,7,Moderate,1637
2010,12,7,Severe,746
2010,12,8,None,15337
2010,12,8,Slight,5179
2010,12,8,Moderate,2417
2010,12,8,Severe,1167
2010,12,9,None,20003
2010,12,9,Slight,6849
2010,12,9,Moderate,3451
2010,12,9,Severe,1848
2010,12,10,None,20843
2010,12,10,Slight,7925
2010,12,10,Moderate,4006
2010,12,10,Severe,2142
2010,12,11,None,19237
2010,12,11,Slight,6938
2010,12,11,Moderate,3851
2010,12,11,Severe,2258
2010,12,12,None,20376
2010,12,12,Slight,7691
2010,12,12,Moderate,4390
2010,12,12,Severe,2844
2010,12,13,None,19493
2010,12,13,Slight,7791
2010,12,13,Moderate,4771
2010,12,13,Severe,2931
2010,12,14,None,17912
2010,12,14,Slight,7122
2010,12,14,Moderate,4628
2010,12,14,Severe,3067
2010,12,15,None,17787
2010,12,15,Slight,7074
2010,12,15,Moderate,4824
2010,12,15,Severe,3381
2010,12,16,None,20370
2010,12,16,Slight,9062
2010,12,16,Moderate,6003
2010,12,16,Severe,4325
2010,12,17,None,16198
2010,12,17,Slight,7065
2010,12,17,Moderate,4902
2010,12,17,Severe,3837
2010,12,18,None,17811
2010,12,18,Slight,7834
2010,12,18,Moderate,5807
2010,12,18,Severe,4711
2010,12,19,None,15108
2010,12,19,Slight,7014
2010,12,19,Moderate,5492
2010,12,19,Severe,4586
2010,12,20,None,17943
2010,12,20,Slight,7392
2010,12,20,Moderate,5665
2010,12,20,Severe,4983
2010,12,21,None,14971
2010,12,21,Slight,5918
2010,12,21,Moderate,5014
2010,12,21,Severe,4665
2010,12,22,None,11652
2010,12,22,Slight,4971
2010,12,22,Moderate,4079
2010,12,22,Severe,3662
2010,12,23,None,10757
2010,12,23,Slight,4355
2010,12,23,Moderate,3364
2010,12,23,Severe,2864
2011,1,0,None,1884
2011,1,0,Slight,714
2011,1,0,Moderate,517
2011,1,0,Severe,325
2011,1,1,None,259
2011,1,1,Slight,62
2011,1,1,Moderate,52
2011,1,1,Severe,25
2011,1,2,None,38
2011,1,2,Slight,25
2011,1,2,Moderate,7
2011,1,2,Severe,5
2011,1,3,None,19
2011,1,3,Slight,16
2011,1,3,Moderate,11
2011,1,3,Severe,3
2011,1,4,None,214
2011,1,4,Slight,84
2011,1,4,Moderate,36
2011,1,4,Severe,20
2011,1,5,None,1878
2011,1,5,Slight,585
2011,1,5,Moderate,355
2011,1,5,Severe,138
2011,1,6,None,3046
2011,1,6,Slight,1090
2011,1,6,Moderate,444
2011,1,6,Severe,183
2011,1,7,None,9224
2011,1,7,Slight,2850
2011,1,7,Moderate,1189
2011,1,7,Severe,527
2011,1,8,None,14511
2011,1,8,Slight,4652
2011,1,8,Moderate,1979
2011,1,8,Severe,901
2011,1,9,None,19394
2011,1,9,Slight,5858
2011,1,9,Moderate,2371
2011,1,9,Severe,1403
2011,1,10,None,20739
2011,1,10,Slight,6728
2011,1,10,Moderate,3146
2011,1,10,Severe,1728
2011,1,11,None,18829
2011,1,11,Slight,5860
2011,1,11,Moderate,2879
2011,1,11,Severe,1895
2011,1,12,None,20241
2011,1,12,Slight,6296
2011,1,12,Moderate,3439
2011,1,12,Severe,2138
2011,1,13,None,19627
2011,1,13,Slight,6606
2011,1,13,Moderate,3673
2011,1,13,Severe,2220
2011,1,14,None,18617
2011,1,14,Slight,6345
2011,1,14,Moderate,3526
2011,1,14,Severe,2149
2011,1,15,None,18422
2011,1,15,Slight,6679
2011,1,15,Moderate,3691
2011,1,15,Severe,2318
2011,1,16,None,20887
2011,1,16,Slight,8135
2011,1,16,Moderate,4725
2011,1,16,Severe,2811
2011,1,17,None,17207
2011,1,17,Slight,6789
2011,1,17,Moderate,4159
2011,1,17,Severe,2655
2011,1,18,None,18168
2011,1,18,Slight,7310
2011,1,18,Moderate,4877
2011,1,18,Severe,2983
2011,1,19,None,16686
2011,1,19,Slight,6900
2011,1,19,Moderate,4632
2011,1,19,Severe,2991
2011,1,20,None,18527
2011,1,20,Slight,6861
2011,1,20,Moderate,4833
2011,1,20,Severe,3208
2011,1,21,None,16451
2011,1,21,Slight,5952
2011,1,21,Moderate,4257
2011,1,21,Severe,2834
2011,1,22,None,13037
2011,1,22,Slight,4871
2011,1,22,Moderate,3550
2011,1,22,Severe,2416
2011,1,23,None,10966
2011,1,23,Slight,4103
2011,1,23,Moderate,2765
2011,1,23,Severe,1809
2011,2,0,None,1986
2011,2,0,Slight,612
2011,2,0,Moderate,437
2011,2,0,Severe,376
2011,2,1,None,323
2011,2,1,Slight,47
2011,2,1,Moderate,46
2011,2,1,Severe,27
2011,2,2,None,29
2011,2,2,Slight,18
2011,2,2,Moderate,10
2011,2,2,Severe,6
2011,2,3,None,17
2011,2,3,Slight,14
2011,2,3,Moderate,5
2011,2,3,Severe,10
2011,2,4,None,292
2011,2,4,Slight,56
2011,2,4,Moderate,24
2011,2,4,Severe,17
2011,2,5,None,1867
2011,2,5,Slight,456
2011,2,5,Moderate,220
2011,2,5,Severe,154
2011,2,6,None,3113
2011,2,6,Slight,865
2011,2,6,Moderate,360
2011,2,6,Severe,195
2011,2,7,None,8802
2011,2,7,Slight,2698
2011,2,7,Moderate,1161
2011,2,7,Severe,614
2011,2,8,None,13142
2011,2,8,Slight,4119
2011,2,8,Moderate,1930
2011,2,8,Severe,933
2011,2,9,None,17215
2011,2,9,Slight,5210
2011,2,9,Moderate,2533
2011,2,9,Severe,1392
2011,2,10,None,18311
2011,2,10,Slight,6358
2011,2,10,Moderate,3470
2011,2,10,Severe,1647
2011,2,11,None,16549
2011,2,11,Slight,5500
2011,2,11,Moderate,3003
2011,2,11,Severe,1677
2011,2,12,None,18019
2011,2,12,Slight,5865
2011,2,12,Moderate,3152
2011,2,12,Severe,1912
2011,2,13,None,17426
2011,2,13,Slight,6028
2011,2,13,Moderate,3462
2011,2,13,Severe,2125
2011,2,14,None,16472
2011,2,14,Slight,5732
2011,2,14,Moderate,3163
2011,2,14,Severe,2098
2011,2,15,None,16327
2011,2,15,Slight,5988
2011,2,15,Moderate,3533
2011,2,15,Severe,2246
2011,2,16,None,18773
2011,2,16,Slight,7181
2011,2,16,Moderate,4316
2011,2,16,Severe,2751
2011,2,17,None,15399
2011,2,17,Slight,5837
2011,2,17,Moderate,3774
2011,2,17,Severe,2773
2011,2,18,None,16200
2011,2,18,Slight,6431
2011,2,18,Moderate,4372
2011,2,18,Severe,3217
2011,2,19,None,14714
2011,2,19,Slight,5916
2011,2,19,Moderate,4186
2011,2,19,Severe,3274
2011,2,20,None,15956
2011,2,20,Slight,6550
2011,2,20,Moderate,4427
2011,2,20,Severe,3543
2011,2,21,None,14329
2011,2,21,Slight,5585
2011,2,21,Moderate,3888
2011,2,21,Severe,3375
2011,2,22,None,11803
2011,2,22,Slight,4449
2011,2,22,Moderate,3348
2011,2,22,Severe,2754
2011,2,23,None,10352
2011,2,23,Slight,3534
2011,2,23,Moderate,2616
2011,2,23,Severe,2032
2011,3,0,None,2997
2011,3,0,Slight,1039
2011,3,0,Moderate,758
2011,3,0,Severe,600
2011,3,1,None,413
2011,3,1,Slight,161
2011,3,1,Moderate,73
2011,3,1,Severe,36
2011,3,2,None,53
2011,3,2,Slight,27
2011,3,2,Moderate,8
2011,3,2,Severe,13
2011,3,3,None,46
2011,3,3,Slight,25
2011,3,3,Moderate,11
2011,3,3,Severe,12
2011,3,4,None,348
2011,3,4,Slight,54
2011,3,4,Moderate,26
2011,3,4,Severe,16
2011,3,5,None,2463
2011,3,5,Slight,623
2011,3,5,Moderate,347
2011,3,5,Severe,221
2011,3,6,None,4328
2011,3,6,Slight,1253
2011,3,6,Moderate,435
2011,3,6,Severe,208
2011,3,7,None,12399
2011,3,7,Slight,3731
2011,3,7,Moderate,1133
2011,3,7,Severe,485
2011,3,8,None,16641
2011,3,8,Slight,5188
2011,3,8,Moderate,1899
2011,3,8,Severe,798
2011,3,9,None,21827
2011,3,9,Slight,6878
2011,3,9,Moderate,2733
2011,3,9,Severe,1383
2011,3,10,None,21732
2011,3,10,Slight,7595
2011,3,10,Moderate,3355
2011,3,10,Severe,1529
2011,3,11,None,20540
2011,3,11,Slight,7098
2011,3,11,Moderate,3242
2011,3,11,Severe,1860
2011,3,12,None,21381
2011,3,12,Slight,7016
2011,3,12,Moderate,3528
2011,3,12,Severe,2018
2011,3,13,None,20223
2011,3,13,Slight,6716
2011,3,13,Moderate,3568
2011,3,13,Severe,2170
2011,3,14,None,20189
2011,3,14,Slight,6832
2011,3,14,Moderate,3394
2011,3,14,Severe,2206
2011,3,15,None,19023
2011,3,15,Slight,6818
2011,3,15,Moderate,3693
2011,3,15,Severe,2382
2011,3,16,None,22770
2011,3,16,Slight,8158
2011,3,16,Moderate,4565
2011,3,16,Severe,3064
2011,3,17,None,18791
2011,3,17,Slight,7121
2011,3,17,Moderate,4165
2011,3,17,Severe,3091
2011,3,18,None,19610
2011,3,18,Slight,7544
2011,3,18,Moderate,4655
2011,3,18,Severe,3494
2011,3,19,None,17930
2011,3,19,Slight,7533
2011,3,19,Moderate,4758
2011,3,19,Severe,3764
2011,3,20,None,19119
2011,3,20,Slight,7798
2011,3,20,Moderate,5055
2011,3,20,Severe,3793
2011,3,21,None,16408
2011,3,21,Slight,6936
2011,3,21,Moderate,4416
2011,3,21,Severe,3689
2011,3,22,None,14922
2011,3,22,Slight,5861
2011,3,22,Moderate,4127
2011,3,22,Severe,3340
2011,3,23,None,13309
2011,3,23,Slight,4982
2011,3,23,Moderate,3324
2011,3,23,Severe,2607
2011,4,0,None,2536
2011,4,0,Slight,875
2011,4,0,Moderate,796
2011,4,0,Severe,685
2011,4,1,None,337
2011,4,1,Slight,115
2011,4,1,Moderate,73
2011,4,1,Severe,63
2011,4,2,None,87
2011,4,2,Slight,26
2011,4,2,Moderate,15
2011,4,2,Severe,14
2011,4,3,None,54
2011,4,3,Slight,17
2011,4,3,Moderate,16
2011,4,3,Severe,16
2011,4,4,None,285
2011,4,4,Slight,46
2011,4,4,Moderate,23
2011,4,4,Severe,4
2011,4,5,None,2475
2011,4,5,Slight,536
2011,4,5,Moderate,333
2011,4,5,Severe,228
2011,4,6,None,4463
2011,4,6,Slight,1248
2011,4,6,Moderate,467
2011,4,6,Severe,241
2011,4,7,None,11429
2011,4,7,Slight,3665
2011,4,7,Moderate,1050
2011,4,7,Severe,561
2011,4,8,None,15576
2011,4,8,Slight,5342
2011,4,8,Moderate,1871
2011,4,8,Severe,915
2011,4,9,None,20599
2011,4,9,Slight,7534
2011,4,9,Moderate,3046
2011,4,9,Severe,1514
2011,4,10,None,18446
2011,4,10,Slight,7650
2011,4,10,Moderate,3469
2011,4,10,Severe,1668
2011,4,11,None,20098
2011,4,11,Slight,7455
2011,4,11,Moderate,3609
2011,4,11,Severe,1969
2011,4,12,None,19451
2011,4,12,Slight,6954
2011,4,12,Moderate,3650
2011,4,12,Severe,2141
2011,4,13,None,18284
2011,4,13,Slight,6828
2011,4,13,Moderate,3897
2011,4,13,Severe,2545
2011,4,14,None,18252
2011,4,14,Slight,7007
2011,4,14,Moderate,4079
2011,4,14,Severe,2600
2011,4,15,None,16654
2011,4,15,Slight,6780
2011,4,15,Moderate,4005
2011,4,15,Severe,2973
2011,4,16,None,19516
2011,4,16,Slight,8239
2011,4,16,Moderate,5246
2011,4,16,Severe,3717
2011,4,17,None,16930
2011,4,17,Slight,6804
2011,4,17,Moderate,4640
2011,4,17,Severe,3674
2011,4,18,None,17088
2011,4,18,Slight,7214
2011,4,18,Moderate,5000
2011,4,18,Severe,4357
2011,4,19,None,15691
2011,4,19,Slight,7188
2011,4,19,Moderate,5187
2011,4,19,Severe,4613
2011,4,20,None,15911
2011,4,20,Slight,7211
2011,4,20,Moderate,5423
2011,4,20,Severe,4987
2011,4,21,None,13921
2011,4,21,Slight,6236
2011,4,21,Moderate,5018
2011,4,21,Severe,4720
2011,4,22,None,12396
2011,4,22,Slight,5545
2011,4,22,Moderate,4230
2011,4,22,Severe,4108
2011,4,23,None,11146
2011,4,23,Slight,4610
2011,4,23,Moderate,3447
2011,4,23,Severe,3095
2011,5,0,None,2397
2011,5,0,Slight,915
2011,5,0,Moderate,685
2011,5,0,Severe,582
2011,5,1,None,336
2011,5,1,Slight,143
2011,5,1,Moderate,96
2011,5,1,Severe,78
2011,5,2,None,65
2011,5,2,Slight,29
2011,5,2,Moderate,20
2011,5,2,Severe,6
2011,5,3,None,47
2011,5,3,Slight,15
2011,5,3,Moderate,12
2011,5,3,Severe,9
2011,5,4,None,258
2011,5,4,Slight,81
2011,5,4,Moderate,34
2011,5,4,Severe,21
2011,5,5,None,2230
2011,5,5,Slight,835
2011,5,5,Moderate,398
2011,5,5,Severe,209
2011,5,6,None,4121
2011,5,6,Slight,1336
2011,5,6,Moderate,597
2011,5,6,Severe,321
2011,5,7,None,12270
2011,5,7,Slight,3351
2011,5,7,Moderate,886
2011,5,7,Severe,463
2011,5,8,None,16630
2011,5,8,Slight,4631
2011,5,8,Moderate,1560
2011,5,8,Severe,796
2011,5,9,None,22961
2011,5,9,Slight,6926
2011,5,9,Moderate,2463
2011,5,9,Severe,1241
2011,5,10,None,21494
2011,5,10,Slight,7225
2011,5,10,Moderate,2648
2011,5,10,Severe,1342
2011,5,11,None,22287
2011,5,11,Slight,7127
2011,5,11,Moderate,2883
2011,5,11,Severe,1748
2011,5,12,None,21551
2011,5,12,Slight,7109
2011,5,12,Moderate,2955
2011,5,12,Severe,1832
2011,5,13,None,19852
2011,5,13,Slight,7178
2011,5,13,Moderate,3541
2011,5,13,Severe,2226
2011,5,14,None,19988
2011,5,14,Slight,7669
2011,5,14,Moderate,3717
2011,5,14,Severe,2366
2011,5,15,None,17830
2011,5,15,Slight,6936
2011,5,15,Moderate,3846
2011,5,15,Severe,2722
2011,5,16,None,20296
2011,5,16,Slight,8652
2011,5,16,Moderate,5207
2011,5,16,Severe,3806
2011,5,17,None,17503
2011,5,17,Slight,7370
2011,5,17,Moderate,4708
2011,5,17,Severe,3760
2011,5,18,None,17627
2011,5,18,Slight,7450
2011,5,18,Moderate,5100
2011,5,18,Severe,4387
2011,5,19,None,17271
2011,5,19,Slight,7266
2011,5,19,Moderate,5268
2011,5,19,Severe,5048
2011,5,20,None,17177
2011,5,20,Slight,6835
2011,5,20,Moderate,4933
2011,5,20,Severe,5029
2011,5,21,None,15043
2011,5,21,Slight,6493
2011,5,21,Moderate,4926
2011,5,21,Severe,5103
2011,5,22,None,13031
2011,5,22,Slight,5241
2011,5,22,Moderate,4062
2011,5,22,Severe,4227
2011,5,23,None,10789
2011,5,23,Slight,4512
2011,5,23,Moderate,3271
2011,5,23,Severe,3063
2011,6,0,None,3111
2011,6,0,Slight,1369
2011,6,0,Moderate,974
2011,6,0,Severe,1007
2011,6,1,None,525
2011,6,1,Slight,210
2011,6,1,Moderate,123
2011,6,1,Severe,129
2011,6,2,None,75
2011,6,2,Slight,32
2011,6,2,Moderate,24
2011,6,2,Severe,17
2011,6,3,None,44
2011,6,3,Slight,19
2011,6,3,Moderate,16
2011,6,3,Severe,10
2011,6,4,None,305
2011,6,4,Slight,75
2011,6,4,Moderate,21
2011,6,4,Severe,15
2011,6,5,None,2190
2011,6,5,Slight,797
2011,6,5,Moderate,461
2011,6,5,Severe,302
2011,6,6,None,4837
2011,6,6,Slight,1689
2011,6,6,Moderate,693
2011,6,6,Severe,465
2011,6,7,None,13565
2011,6,7,Slight,3341
2011,6,7,Moderate,1045
2011,6,7,Severe,750
2011,6,8,None,17543
2011,6,8,Slight,4818
2011,6,8,Moderate,1649
2011,6,8,Severe,930
2011,6,9,None,23147
2011,6,9,Slight,7054
2011,6,9,Moderate,2576
2011,6,9,Severe,1502
2011,6,10,None,21910
2011,6,10,Slight,7734
2011,6,10,Moderate,2959
2011,6,10,Severe,1836
2011,6,11,None,21264
2011,6,11,Slight,7126
2011,6,11,Moderate,2894
2011,6,11,Severe,1760
2011,6,12,None,21411
2011,6,12,Slight,7543
2011,6,12,Moderate,3241
2011,6,12,Severe,1973
2011,6,13,None,19947
2011,6,13,Slight,7141
2011,6,13,Moderate,3306
2011,6,13,Severe,2076
2011,6,14,None,20182
2011,6,14,Slight,7889
2011,6,14,Moderate,3786
2011,6,14,Severe,2250
2011,6,15,None,17690
2011,6,15,Slight,7134
2011,6,15,Moderate,3870
2011,6,15,Severe,2495
2011,6,16,None,20350
2011,6,16,Slight,8424
2011,6,16,Moderate,4967
2011,6,16,Severe,3450
2011,6,17,None,17319
2011,6,17,Slight,7218
2011,6,17,Moderate,4612
2011,6,17,Severe,3532
2011,6,18,None,18235
2011,6,18,Slight,7938
2011,6,18,Moderate,5384
2011,6,18,Severe,4618
2011,6,19,None,16941
2011,6,19,Slight,7196
2011,6,19,Moderate,5407
2011,6,19,Severe,4937
2011,6,20,None,16776
2011,6,20,Slight,6919
2011,6,20,Moderate,5314
2011,6,20,Severe,5502
2011,6,21,None,14435
2011,6,21,Slight,6086
2011,6,21,Moderate,5051
2011,6,21,Severe,5286
2011,6,22,None,13287
2011,6,22,Slight,5572
2011,6,22,Moderate,4177
2011,6,22,Severe,4682
2011,6,23,None,11898
2011,6,23,Slight,5318
2011,6,23,Moderate,4017
2011,6,23,Severe,3727
2011,7,0,None,3617
2011,7,0,Slight,1708
2011,7,0,Moderate,1138
2011,7,0,Severe,1071
2011,7,1,None,745
2011,7,1,Slight,320
2011,7,1,Moderate,274
2011,7,1,Severe,156
2011,7,2,None,72
2011,7,2,Slight,38
2011,7,2,Moderate,23
2011,7,2,Severe,40
2011,7,3,None,34
2011,7,3,Slight,17
2011,7,3,Moderate,28
2011,7,3,Severe,14
2011,7,4,None,319
2011,7,4,Slight,70
2011,7,4,Moderate,24
2011,7,4,Severe,26
2011,7,5,None,2227
2011,7,5,Slight,847
2011,7,5,Moderate,444
2011,7,5,Severe,348
2011,7,6,None,5362
2011,7,6,Slight,1785
2011,7,6,Moderate,806
2011,7,6,Severe,463
2011,7,7,None,14718
2011,7,7,Slight,3271
2011,7,7,Moderate,947
2011,7,7,Severe,631
2011,7,8,None,19248
2011,7,8,Slight,4441
2011,7,8,Moderate,1531
2011,7,8,Severe,881
2011,7,9,None,25294
2011,7,9,Slight,6469
2011,7,9,Moderate,1958
2011,7,9,Severe,1521
2011,7,10,None,24928
2011,7,10,Slight,6882
2011,7,10,Moderate,2562
2011,7,10,Severe,1928
2011,7,11,None,22915
2011,7,11,Slight,6943
2011,7,11,Moderate,2626
2011,7,11,Severe,2045
2011,7,12,None,23015
2011,7,12,Slight,6941
2011,7,12,Moderate,2764
2011,7,12,Severe,2379
2011,7,13,None,20971
2011,7,13,Slight,7147
2011,7,13,Moderate,3312
2011,7,13,Severe,2482
2011,7,14,None,21521
2011,7,14,Slight,7468
2011,7,14,Moderate,3775
2011,7,14,Severe,2694
2011,7,15,None,18543
2011,7,15,Slight,7069
2011,7,15,Moderate,3923
2011,7,15,Severe,2943
2011,7,16,None,20916
2011,7,16,Slight,8474
2011,7,16,Moderate,5179
2011,7,16,Severe,4079
2011,7,17,None,17853
2011,7,17,Slight,7027
2011,7,17,Moderate,4482
2011,7,17,Severe,4011
2011,7,18,None,19195
2011,7,18,Slight,7921
2011,7,18,Moderate,5605
2011,7,18,Severe,5230
2011,7,19,None,17613
2011,7,19,Slight,7372
2011,7,19,Moderate,5211
2011,7,19,Severe,5184
2011,7,20,None,17129
2011,7,20,Slight,7173
2011,7,20,Moderate,5375
2011,7,20,Severe,5680
2011,7,21,None,15368
2011,7,21,Slight,6478
2011,7,21,Moderate,4922
2011,7,21,Severe,5086
2011,7,22,None,13807
2011,7,22,Slight,5426
2011,7,22,Moderate,4216
2011,7,22,Severe,4565
2011,7,23,None,12928
2011,7,23,Slight,5645
2011,7,23,Moderate,3962
2011,7,23,Severe,3725
2011,8,0,None,3771
2011,8,0,Slight,1306
2011,8,0,Moderate,926
2011,8,0,Severe,855
2011,8,1,None,702
2011,8,1,Slight,300
2011,8,1,Moderate,165
2011,8,1,Severe,102
2011,8,2,None,56
2011,8,2,Slight,23
2011,8,2,Moderate,23
2011,8,2,Severe,28
2011,8,3,None,14
2011,8,3,Slight,18
2011,8,3,Moderate,20
2011,8,3,Severe,22
2011,8,4,None,331
2011,8,4,Slight,47
2011,8,4,Moderate,14
2011,8,4,Severe,26
2011,8,5,None,2231
2011,8,5,Slight,672
2011,8,5,Moderate,341
2011,8,5,Severe,295
2011,8,6,None,5764
2011,8,6,Slight,1381
2011,8,6,Moderate,591
2011,8,6,Severe,328
2011,8,7,None,14686
2011,8,7,Slight,3203
2011,8,7,Moderate,859
2011,8,7,Severe,526
2011,8,8,None,18703
2011,8,8,Slight,4358
2011,8,8,Moderate,1463
2011,8,8,Severe,742
2011,8,9,None,24770
2011,8,9,Slight,6333
2011,8,9,Moderate,2024
2011,8,9,Severe,1284
2011,8,10,None,24291
2011,8,10,Slight,7040
2011,8,10,Moderate,2490
2011,8,10,Severe,1624
2011,8,11,None,22572
2011,8,11,Slight,6859
2011,8,11,Moderate,2615
2011,8,11,Severe,1710
2011,8,12,None,23299
2011,8,12,Slight,6829
2011,8,12,Moderate,2761
2011,8,12,Severe,1856
2011,8,13,None,21841
2011,8,13,Slight,6935
2011,8,13,Moderate,2947
2011,8,13,Severe,2076
2011,8,14,None,22225
2011,8,14,Slight,7426
2011,8,14,Moderate,3361
2011,8,14,Severe,2198
2011,8,15,None,19911
2011,8,15,Slight,6924
2011,8,15,Moderate,3541
2011,8,15,Severe,2431
2011,8,16,None,22237
2011,8,16,Slight,8092
2011,8,16,Moderate,4303
2011,8,16,Severe,3450
2011,8,17,None,19454
2011,8,17,Slight,6889
2011,8,17,Moderate,4044
2011,8,17,Severe,3373
2011,8,18,None,20488
2011,8,18,Slight,7584
2011,8,18,Moderate,4743
2011,8,18,Severe,4087
2011,8,19,None,19393
2011,8,19,Slight,7064
2011,8,19,Moderate,4498
2011,8,19,Severe,4488
2011,8,20,None,18701
2011,8,20,Slight,6724
2011,8,20,Moderate,4610
2011,8,20,Severe,4541
2011,8,21,None,16481
2011,8,21,Slight,6179
2011,8,21,Moderate,4332
2011,8,21,Severe,4599
2011,8,22,None,15071
2011,8,22,Slight,5023
2011,8,22,Moderate,3578
2011,8,22,Severe,3848
2011,8,23,None,13242
2011,8,23,Slight,4791
2011,8,23,Moderate,3256
2011,8,23,Severe,2866
2011,9,0,None,2797
2011,9,0,Slight,902
2011,9,0,Moderate,544
2011,9,0,Severe,338
2011,9,1,None,341
2011,9,1,Slight,111
2011,9,1,Moderate,69
2011,9,1,Severe,56
2011,9,2,None,48
2011,9,2,Slight,15
2011,9,2,Moderate,6
2011,9,2,Severe,5
2011,9,3,None,23
2011,9,3,Slight,5
2011,9,3,Moderate,5
2011,9,3,Severe,1
2011,9,4,None,169
2011,9,4,Slight,80
2011,9,4,Moderate,43
2011,9,4,Severe,7
2011,9,5,None,1690
2011,9,5,Slight,795
2011,9,5,Moderate,367
2011,9,5,Severe,141
2011,9,6,None,4249
2011,9,6,Slight,1375
2011,9,6,Moderate,499
2011,9,6,Severe,201
2011,9,7,None,12723
2011,9,7,Slight,2750
2011,9,7,Moderate,685
2011,9,7,Severe,340
2011,9,8,None,17407
2011,9,8,Slight,3620
2011,9,8,Moderate,1087
2011,9,8,Severe,508
2011,9,9,None,22723
2011,9,9,Slight,5771
2011,9,9,Moderate,1541
2011,9,9,Severe,900
2011,9,10,None,23787
2011,9,10,Slight,5878
2011,9,10,Moderate,2015
2011,9,10,Severe,1043
2011,9,11,None,22508
2011,9,11,Slight,6285
2011,9,11,Moderate,2077
2011,9,11,Severe,1170
2011,9,12,None,22852
2011,9,12,Slight,6454
2011,9,12,Moderate,2278
2011,9,12,Severe,1175
2011,9,13,None,22175
2011,9,13,Slight,7022
2011,9,13,Moderate,2668
2011,9,13,Severe,1456
2011,9,14,None,21476
2011,9,14,Slight,7138
2011,9,14,Moderate,2905
2011,9,14,Severe,1534
2011,9,15,None,20339
2011,9,15,Slight,6926
2011,9,15,Moderate,3185
2011,9,15,Severe,1840
2011,9,16,None,22704
2011,9,16,Slight,7957
2011,9,16,Moderate,3712
2011,9,16,Severe,2326
2011,9,17,None,19666
2011,9,17,Slight,7235
2011,9,17,Moderate,3770
2011,9,17,Severe,2414
2011,9,18,None,20178
2011,9,18,Slight,7201
2011,9,18,Moderate,3915
2011,9,18,Severe,2760
2011,9,19,None,19590
2011,9,19,Slight,6618
2011,9,19,Moderate,4028
2011,9,19,Severe,2760
2011,9,20,None,18825
2011,9,20,Slight,6626
2011,9,20,Moderate,4203
2011,9,20,Severe,3017
2011,9,21,None,17289
2011,9,21,Slight,5957
2011,9,21,Moderate,3794
2011,9,21,Severe,3162
2011,9,22,None,14948
2011,9,22,Slight,4587
2011,9,22,Moderate,2775
2011,9,22,Severe,2044
2011,9,23,None,11191
2011,9,23,Slight,3868
2011,9,23,Moderate,1955
2011,9,23,Severe,1314
2011,10,0,None,3460
2011,10,0,Slight,904
2011,10,0,Moderate,555
2011,10,0,Severe,272
2011,10,1,None,385
2011,10,1,Slight,136
2011,10,1,Moderate,51
2011,10,1,Severe,27
2011,10,2,None,59
2011,10,2,Slight,33
2011,10,2,Moderate,14
2011,10,2,Severe,5
2011,10,3,None,20
2011,10,3,Slight,6
2011,10,3,Moderate,3
2011,10,3,Severe,4
2011,10,4,None,175
2011,10,4,Slight,49
2011,10,4,Moderate,9
2011,10,4,Severe,5
2011,10,5,None,2025
2011,10,5,Slight,601
2011,10,5,Moderate,245
2011,10,5,Severe,131
2011,10,6,None,4888
2011,10,6,Slight,1163
2011,10,6,Moderate,387
2011,10,6,Severe,154
2011,10,7,None,12720
2011,10,7,Slight,2806
2011,10,7,Moderate,742
2011,10,7,Severe,321
2011,10,8,None,17599
2011,10,8,Slight,4073
2011,10,8,Moderate,1198
2011,10,8,Severe,480
2011,10,9,None,23054
2011,10,9,Slight,5747
2011,10,9,Moderate,1817
2011,10,9,Severe,799
2011,10,10,None,24435
2011,10,10,Slight,6490
2011,10,10,Moderate,2319
2011,10,10,Severe,980
2011,10,11,None,23268
2011,10,11,Slight,6258
2011,10,11,Moderate,2306
2011,10,11,Severe,1121
