yr,mon,u_carrier,delay_type,type_count
2010,10,YV,Severe,669
2010,11,9E,None,11027
2010,11,9E,Slight,2475
2010,11,9E,Moderate,1225
2010,11,9E,Severe,703
2010,11,AA,None,37299
2010,11,AA,Slight,10430
2010,11,AA,Moderate,4854
2010,11,AA,Severe,2902
2010,11,AS,None,6801
2010,11,AS,Slight,2312
2010,11,AS,Moderate,1016
2010,11,AS,Severe,538
2010,11,B6,None,10909
2010,11,B6,Slight,3943
2010,11,B6,Moderate,2229
2010,11,B6,Severe,1437
2010,11,CO,None,16931
2010,11,CO,Slight,7272
2010,11,CO,Moderate,3288
2010,11,CO,Severe,1300
2010,11,DH,None,0
2010,11,DH,Slight,0
2010,11,DH,Moderate,0
2010,11,DH,Severe,0
2010,11,DL,None,48712
2010,11,DL,Slight,18379
2010,11,DL,Moderate,9923
2010,11,DL,Severe,4789
2010,11,EV,None,14811
2010,11,EV,Slight,3351
2010,11,EV,Moderate,2092
2010,11,EV,Severe,1843
2010,11,F9,None,4930
2010,11,F9,Slight,2430
2010,11,F9,Moderate,1019
2010,11,F9,Severe,394
2010,11,FL,None,16010
2010,11,FL,Slight,4379
2010,11,FL,Moderate,1558
2010,11,FL,Severe,908
2010,11,HA,None,268
2010,11,HA,Slight,158
2010,11,HA,Moderate,89
2010,11,HA,Severe,28
2010,11,HP,None,0
2010,11,HP,Slight,0
2010,11,HP,Moderate,0
2010,11,HP,Severe,0
2010,11,KH,None,0
2010,11,KH,Slight,0
2010,11,KH,Moderate,0
2010,11,KH,Severe,0
2010,11,MQ,None,24637
2010,11,MQ,Slight,7279
2010,11,MQ,Moderate,3362
2010,11,MQ,Severe,2102
2010,11,NW,None,0
2010,11,NW,Slight,0
2010,11,NW,Moderate,0
2010,11,NW,Severe,0
2010,11,OH,None,5809
2010,11,OH,Slight,2020
2010,11,OH,Moderate,1020
2010,11,OH,Severe,569
2010,11,OO,None,27766
2010,11,OO,Slight,11760
2010,11,OO,Moderate,5909
2010,11,OO,Severe,3806
2010,11,TZ,None,0
2010,11,TZ,Slight,0
2010,11,TZ,Moderate,0
2010,11,TZ,Severe,0
2010,11,UA,None,32299
2010,11,UA,Slight,3537
2010,11,UA,Moderate,1918
2010,11,UA,Severe,1327
2010,11,US,None,27220
2010,11,US,Slight,9148
2010,11,US,Moderate,4296
2010,11,US,Severe,1300
2010,11,VX,None,0
2010,11,VX,Slight,0
2010,11,VX,Moderate,0
2010,11,VX,Severe,0
2010,11,WN,None,35052
2010,11,WN,Slight,14752
2010,11,WN,Moderate,8666
2010,11,WN,Severe,3573
2010,11,XE,None,18290
2010,11,XE,Slight,6056
2010,11,XE,Moderate,2489
2010,11,XE,Severe,1333
2010,11,YV,None,7966
2010,11,YV,Slight,2299
2010,11,YV,Moderate,729
2010,11,YV,Severe,384
2010,12,9E,None,6901
2010,12,9E,Slight,3159
2010,12,9E,Moderate,2552
2010,12,9E,Severe,1927
2010,12,AA,None,36393
2010,12,AA,Slight,10640
2010,12,AA,Moderate,5669
2010,12,AA,Severe,3932
2010,12,AS,None,6730
2010,12,AS,Slight,2358
2010,12,AS,Moderate,1227
2010,12,AS,Severe,662
2010,12,B6,None,7614
2010,12,B6,Slight,4093
2010,12,B6,Moderate,3193
2010,12,B6,Severe,3153
2010,12,CO,None,14295
2010,12,CO,Slight,7497
2010,12,CO,Moderate,4351
2010,12,CO,Severe,3068
2010,12,DH,None,0
2010,12,DH,Slight,0
2010,12,DH,Moderate,0
2010,12,DH,Severe,0
2010,12,DL,None,40408
2010,12,DL,Slight,18247
2010,12,DL,Moderate,12490
2010,12,DL,Severe,8134
2010,12,EV,None,12350
2010,12,EV,Slight,3921
2010,12,EV,Moderate,2856
2010,12,EV,Severe,2920
2010,12,F9,None,4201
2010,12,F9,Slight,2507
2010,12,F9,Moderate,1290
2010,12,F9,Severe,655
2010,12,FL,None,14343
2010,12,FL,Slight,4778
2010,12,FL,Moderate,2296
2010,12,FL,Severe,1413
2010,12,HA,None,334
2010,12,HA,Slight,131
2010,12,HA,Moderate,85
2010,12,HA,Severe,42
2010,12,HP,None,0
2010,12,HP,Slight,0
2010,12,HP,Moderate,0
2010,12,HP,Severe,0
2010,12,KH,None,0
2010,12,KH,Slight,0
2010,12,KH,Moderate,0
2010,12,KH,Severe,0
2010,12,MQ,None,21051
2010,12,MQ,Slight,6829
2010,12,MQ,Moderate,4523
2010,12,MQ,Severe,3252
2010,12,NW,None,0
2010,12,NW,Slight,0
2010,12,NW,Moderate,0
2010,12,NW,Severe,0
2010,12,OH,None,4017
2010,12,OH,Slight,2089
2010,12,OH,Moderate,1622
2010,12,OH,Severe,1270
2010,12,OO,None,22156
2010,12,OO,Slight,12173
2010,12,OO,Moderate,8288
2010,12,OO,Severe,7508
2010,12,TZ,None,0
2010,12,TZ,Slight,0
2010,12,TZ,Moderate,0
2010,12,TZ,Severe,0
2010,12,UA,None,27916
2010,12,UA,Slight,4717
2010,12,UA,Moderate,3263
2010,12,UA,Severe,2473
2010,12,US,None,24587
2010,12,US,Slight,9255
2010,12,US,Moderate,5008
2010,12,US,Severe,2824
2010,12,VX,None,0
2010,12,VX,Slight,0
2010,12,VX,Moderate,0
2010,12,VX,Severe,0
2010,12,WN,None,27916
2010,12,WN,Slight,15087
2010,12,WN,Moderate,12139
2010,12,WN,Severe,7815
2010,12,XE,None,15305
2010,12,XE,Slight,6844
2010,12,XE,Moderate,3941
2010,12,XE,Severe,3127
2010,12,YV,None,7026
2010,12,YV,Slight,2322
2010,12,YV,Moderate,1187
2010,12,YV,Severe,1004
2011,1,9E,None,0
2011,1,9E,Slight,0
2011,1,9E,Moderate,0
2011,1,9E,Severe,0
2011,1,AA,None,36961
2011,1,AA,Slight,10413
2011,1,AA,Moderate,5604
2011,1,AA,Severe,3732
2011,1,AS,None,7436
2011,1,AS,Slight,1959
2011,1,AS,Moderate,853
2011,1,AS,Severe,456
2011,1,B6,None,8601
2011,1,B6,Slight,3678
2011,1,B6,Moderate,2907
2011,1,B6,Severe,2653
2011,1,CO,None,14613
2011,1,CO,Slight,7172
2011,1,CO,Moderate,3926
2011,1,CO,Severe,1818
2011,1,DH,None,0
2011,1,DH,Slight,0
2011,1,DH,Moderate,0
2011,1,DH,Severe,0
2011,1,DL,None,44812
2011,1,DL,Slight,16205
2011,1,DL,Moderate,9970
2011,1,DL,Severe,5253
2011,1,EV,None,12841
2011,1,EV,Slight,3423
2011,1,EV,Moderate,2195
2011,1,EV,Severe,2328
2011,1,F9,None,4243
2011,1,F9,Slight,2221
2011,1,F9,Moderate,1236
2011,1,F9,Severe,702
2011,1,FL,None,12705
2011,1,FL,Slight,4335
2011,1,FL,Moderate,1912
2011,1,FL,Severe,1345
2011,1,HA,None,336
2011,1,HA,Slight,125
2011,1,HA,Moderate,82
2011,1,HA,Severe,32
2011,1,HP,None,0
2011,1,HP,Slight,0
2011,1,HP,Moderate,0
2011,1,HP,Severe,0
2011,1,KH,None,0
2011,1,KH,Slight,0
2011,1,KH,Moderate,0
2011,1,KH,Severe,0
2011,1,MQ,None,21979
2011,1,MQ,Slight,6794
2011,1,MQ,Moderate,4681
2011,1,MQ,Severe,2993
2011,1,NW,None,0
2011,1,NW,Slight,0
2011,1,NW,Moderate,0
2011,1,NW,Severe,0
2011,1,OH,None,0
2011,1,OH,Slight,0
2011,1,OH,Moderate,0
2011,1,OH,Severe,0
2011,1,OO,None,27521
2011,1,OO,Slight,11576
2011,1,OO,Moderate,6368
2011,1,OO,Severe,5101
2011,1,TZ,None,0
2011,1,TZ,Slight,0
2011,1,TZ,Moderate,0
2011,1,TZ,Severe,0
2011,1,UA,None,26455
2011,1,UA,Slight,5215
2011,1,UA,Moderate,2812
2011,1,UA,Severe,1998
2011,1,US,None,25840
2011,1,US,Slight,8663
2011,1,US,Moderate,4346
2011,1,US,Severe,2000
2011,1,VX,None,0
2011,1,VX,Slight,0
2011,1,VX,Moderate,0
2011,1,VX,Severe,0
2011,1,WN,None,32768
2011,1,WN,Slight,15237
2011,1,WN,Moderate,10311
2011,1,WN,Severe,4762
2011,1,XE,None,14387
2011,1,XE,Slight,6185
2011,1,XE,Moderate,3064
2011,1,XE,Severe,1829
2011,1,YV,None,7373
2011,1,YV,Slight,2170
2011,1,YV,Moderate,846
2011,1,YV,Severe,683
2011,2,9E,None,0
2011,2,9E,Slight,0
2011,2,9E,Moderate,0
2011,2,9E,Severe,0
2011,2,AA,None,28115
2011,2,AA,Slight,9578
2011,2,AA,Moderate,6759
2011,2,AA,Severe,5112
2011,2,AS,None,6363
2011,2,AS,Slight,1936
2011,2,AS,Moderate,1031
2011,2,AS,Severe,472
2011,2,B6,None,7918
2011,2,B6,Slight,3497
2011,2,B6,Moderate,2787
2011,2,B6,Severe,2401
2011,2,CO,None,14051
2011,2,CO,Slight,5841
2011,2,CO,Moderate,3188
2011,2,CO,Severe,1794
2011,2,DH,None,0
2011,2,DH,Slight,0
2011,2,DH,Moderate,0
2011,2,DH,Severe,0
2011,2,DL,None,43844
2011,2,DL,Slight,14267
2011,2,DL,Moderate,8338
2011,2,DL,Severe,4756
2011,2,EV,None,12648
2011,2,EV,Slight,3278
2011,2,EV,Moderate,2013
2011,2,EV,Severe,1858
2011,2,F9,None,3782
2011,2,F9,Slight,2116
2011,2,F9,Moderate,1364
2011,2,F9,Severe,636
2011,2,FL,None,12340
2011,2,FL,Slight,4137
2011,2,FL,Moderate,1733
2011,2,FL,Severe,962
2011,2,HA,None,323
2011,2,HA,Slight,115
2011,2,HA,Moderate,50
2011,2,HA,Severe,24
2011,2,HP,None,0
2011,2,HP,Slight,0
2011,2,HP,Moderate,0
2011,2,HP,Severe,0
2011,2,KH,None,0
2011,2,KH,Slight,0
2011,2,KH,Moderate,0
2011,2,KH,Severe,0
2011,2,MQ,None,15752
2011,2,MQ,Slight,5937
2011,2,MQ,Moderate,4465
2011,2,MQ,Severe,4456
2011,2,NW,None,0
2011,2,NW,Slight,0
2011,2,NW,Moderate,0
2011,2,NW,Severe,0
2011,2,OH,None,0
2011,2,OH,Slight,0
2011,2,OH,Moderate,0
2011,2,OH,Severe,0
2011,2,OO,None,25682
2011,2,OO,Slight,10235
2011,2,OO,Moderate,5415
2011,2,OO,Severe,4212
2011,2,TZ,None,0
2011,2,TZ,Slight,0
2011,2,TZ,Moderate,0
2011,2,TZ,Severe,0
2011,2,UA,None,22022
2011,2,UA,Slight,5226
2011,2,UA,Moderate,3395
2011,2,UA,Severe,2333
2011,2,US,None,23641
2011,2,US,Slight,8224
2011,2,US,Moderate,4600
2011,2,US,Severe,1978
2011,2,VX,None,0
2011,2,VX,Slight,0
2011,2,VX,Moderate,0
2011,2,VX,Severe,0
2011,2,WN,None,30792
2011,2,WN,Slight,13639
2011,2,WN,Moderate,8327
2011,2,WN,Severe,4437
2011,2,XE,None,13190
2011,2,XE,Slight,5128
2011,2,XE,Moderate,3223
2011,2,XE,Severe,3103
2011,2,YV,None,6953
2011,2,YV,Slight,1895
2011,2,YV,Moderate,748
2011,2,YV,Severe,614
2011,3,9E,None,0
2011,3,9E,Slight,0
2011,3,9E,Moderate,0
2011,3,9E,Severe,0
2011,3,AA,None,37632
2011,3,AA,Slight,11200
2011,3,AA,Moderate,5685
2011,3,AA,Severe,4251
2011,3,AS,None,7152
2011,3,AS,Slight,2314
2011,3,AS,Moderate,1067
2011,3,AS,Severe,803
2011,3,B6,None,10243
2011,3,B6,Slight,4427
2011,3,B6,Moderate,2916
2011,3,B6,Severe,2752
2011,3,CO,None,15966
2011,3,CO,Slight,7515
2011,3,CO,Moderate,4247
2011,3,CO,Severe,2307
2011,3,DH,None,0
2011,3,DH,Slight,0
2011,3,DH,Moderate,0
2011,3,DH,Severe,0
2011,3,DL,None,49155
2011,3,DL,Slight,18595
2011,3,DL,Moderate,11233
2011,3,DL,Severe,5835
2011,3,EV,None,12299
2011,3,EV,Slight,4940
2011,3,EV,Moderate,3378
2011,3,EV,Severe,3288
2011,3,F9,None,4971
2011,3,F9,Slight,2697
2011,3,F9,Moderate,1231
2011,3,F9,Severe,593
2011,3,FL,None,14643
2011,3,FL,Slight,4996
2011,3,FL,Moderate,2293
2011,3,FL,Severe,1486
2011,3,HA,None,293
2011,3,HA,Slight,140
2011,3,HA,Moderate,100
2011,3,HA,Severe,27
2011,3,HP,None,0
2011,3,HP,Slight,0
2011,3,HP,Moderate,0
2011,3,HP,Severe,0
2011,3,KH,None,0
2011,3,KH,Slight,0
2011,3,KH,Moderate,0
2011,3,KH,Severe,0
2011,3,MQ,None,24115
2011,3,MQ,Slight,7441
2011,3,MQ,Moderate,4037
2011,3,MQ,Severe,2997
2011,3,NW,None,0
2011,3,NW,Slight,0
2011,3,NW,Moderate,0
2011,3,NW,Severe,0
2011,3,OH,None,0
2011,3,OH,Slight,0
2011,3,OH,Moderate,0
2011,3,OH,Severe,0
2011,3,OO,None,29541
2011,3,OO,Slight,12412
2011,3,OO,Moderate,5947
2011,3,OO,Severe,4525
2011,3,TZ,None,0
2011,3,TZ,Slight,0
2011,3,TZ,Moderate,0
2011,3,TZ,Severe,0
2011,3,UA,None,27435
2011,3,UA,Slight,5682
2011,3,UA,Moderate,3244
2011,3,UA,Severe,2687
2011,3,US,None,27688
2011,3,US,Slight,9583
2011,3,US,Moderate,4753
2011,3,US,Severe,2104
2011,3,VX,None,0
2011,3,VX,Slight,0
2011,3,VX,Moderate,0
2011,3,VX,Severe,0
2011,3,WN,None,38425
2011,3,WN,Slight,16033
2011,3,WN,Moderate,8698
2011,3,WN,Severe,5100
2011,3,XE,None,19540
2011,3,XE,Slight,6734
2011,3,XE,Moderate,3588
2011,3,XE,Severe,3374
2011,3,YV,None,8364
2011,3,YV,Slight,2278
2011,3,YV,Moderate,851
2011,3,YV,Severe,650
2011,4,9E,None,0
2011,4,9E,Slight,0
2011,4,9E,Moderate,0
2011,4,9E,Severe,0
2011,4,AA,None,30767
2011,4,AA,Slight,11240
2011,4,AA,Moderate,7778
2011,4,AA,Severe,7040
2011,4,AS,None,7973
2011,4,AS,Slight,2144
2011,4,AS,Moderate,741
2011,4,AS,Severe,415
2011,4,B6,None,9549
2011,4,B6,Slight,4045
2011,4,B6,Moderate,3099
2011,4,B6,Severe,3174
2011,4,CO,None,13078
2011,4,CO,Slight,7577
2011,4,CO,Moderate,4972
2011,4,CO,Severe,3131
2011,4,DH,None,0
2011,4,DH,Slight,0
2011,4,DH,Moderate,0
2011,4,DH,Severe,0
2011,4,DL,None,47405
2011,4,DL,Slight,17436
2011,4,DL,Moderate,10484
2011,4,DL,Severe,6377
2011,4,EV,None,10776
2011,4,EV,Slight,4403
2011,4,EV,Moderate,2982
2011,4,EV,Severe,3313
2011,4,F9,None,4841
2011,4,F9,Slight,2489
2011,4,F9,Moderate,1115
2011,4,F9,Severe,538
2011,4,FL,None,14073
2011,4,FL,Slight,4550
2011,4,FL,Moderate,2322
2011,4,FL,Severe,1794
2011,4,HA,None,315
2011,4,HA,Slight,136
2011,4,HA,Moderate,64
2011,4,HA,Severe,24
2011,4,HP,None,0
2011,4,HP,Slight,0
2011,4,HP,Moderate,0
2011,4,HP,Severe,0
2011,4,KH,None,0
2011,4,KH,Slight,0
2011,4,KH,Moderate,0
2011,4,KH,Severe,0
2011,4,MQ,None,19356
2011,4,MQ,Slight,7918
2011,4,MQ,Moderate,5416
2011,4,MQ,Severe,5109
2011,4,NW,None,0
2011,4,NW,Slight,0
2011,4,NW,Moderate,0
2011,4,NW,Severe,0
2011,4,OH,None,0
2011,4,OH,Slight,0
2011,4,OH,Moderate,0
2011,4,OH,Severe,0
2011,4,OO,None,28180
2011,4,OO,Slight,12605
2011,4,OO,Moderate,5717
2011,4,OO,Severe,3139
2011,4,TZ,None,0
2011,4,TZ,Slight,0
2011,4,TZ,Moderate,0
2011,4,TZ,Severe,0
2011,4,UA,None,23484
2011,4,UA,Slight,5713
2011,4,UA,Moderate,3541
2011,4,UA,Severe,2851
2011,4,US,None,23603
2011,4,US,Slight,9553
2011,4,US,Moderate,5501
2011,4,US,Severe,3142
2011,4,VX,None,0
2011,4,VX,Slight,0
2011,4,VX,Moderate,0
2011,4,VX,Severe,0
2011,4,WN,None,36511
2011,4,WN,Slight,15060
2011,4,WN,Moderate,9214
2011,4,WN,Severe,5885
2011,4,XE,None,14027
2011,4,XE,Slight,7935
2011,4,XE,Moderate,4580
2011,4,XE,Severe,4578
2011,4,YV,None,7687
2011,4,YV,Slight,2321
2011,4,YV,Moderate,1064
2011,4,YV,Severe,898
2011,5,9E,None,0
2011,5,9E,Slight,0
2011,5,9E,Moderate,0
2011,5,9E,Severe,0
2011,5,AA,None,31178
2011,5,AA,Slight,10671
2011,5,AA,Moderate,6601
2011,5,AA,Severe,7614
2011,5,AS,None,8521
2011,5,AS,Slight,2176
2011,5,AS,Moderate,700
2011,5,AS,Severe,384
2011,5,B6,None,11422
2011,5,B6,Slight,3867
2011,5,B6,Moderate,2563
2011,5,B6,Severe,2314
2011,5,CO,None,14620
2011,5,CO,Slight,7953
2011,5,CO,Moderate,4572
2011,5,CO,Severe,2630
2011,5,DH,None,0
2011,5,DH,Slight,0
2011,5,DH,Moderate,0
2011,5,DH,Severe,0
2011,5,DL,None,54123
2011,5,DL,Slight,17404
2011,5,DL,Moderate,8908
2011,5,DL,Severe,5371
2011,5,EV,None,11892
2011,5,EV,Slight,4504
2011,5,EV,Moderate,2690
2011,5,EV,Severe,2719
2011,5,F9,None,4830
2011,5,F9,Slight,2662
2011,5,F9,Moderate,1491
2011,5,F9,Severe,995
2011,5,FL,None,16695
2011,5,FL,Slight,4525
2011,5,FL,Moderate,1842
2011,5,FL,Severe,1642
2011,5,HA,None,327
2011,5,HA,Slight,165
2011,5,HA,Moderate,77
2011,5,HA,Severe,33
2011,5,HP,None,0
2011,5,HP,Slight,0
2011,5,HP,Moderate,0
2011,5,HP,Severe,0
2011,5,KH,None,0
2011,5,KH,Slight,0
2011,5,KH,Moderate,0
2011,5,KH,Severe,0
2011,5,MQ,None,20289
2011,5,MQ,Slight,7878
2011,5,MQ,Moderate,5411
2011,5,MQ,Severe,5196
2011,5,NW,None,0
2011,5,NW,Slight,0
2011,5,NW,Moderate,0
2011,5,NW,Severe,0
2011,5,OH,None,0
2011,5,OH,Slight,0
2011,5,OH,Moderate,0
2011,5,OH,Severe,0
2011,5,OO,None,31385
2011,5,OO,Slight,10979
2011,5,OO,Moderate,4749
2011,5,OO,Severe,3405
2011,5,TZ,None,0
2011,5,TZ,Slight,0
2011,5,TZ,Moderate,0
2011,5,TZ,Severe,0
2011,5,UA,None,23501
2011,5,UA,Slight,6066
2011,5,UA,Moderate,3687
2011,5,UA,Severe,3746
2011,5,US,None,23318
2011,5,US,Slight,10589
2011,5,US,Moderate,6440
2011,5,US,Severe,3769
2011,5,VX,None,0
2011,5,VX,Slight,0
2011,5,VX,Moderate,0
2011,5,VX,Severe,0
2011,5,WN,None,37100
2011,5,WN,Slight,16062
2011,5,WN,Moderate,9287
2011,5,WN,Severe,5961
2011,5,XE,None,15370
2011,5,XE,Slight,7735
2011,5,XE,Moderate,3960
2011,5,XE,Severe,3786
2011,5,YV,None,8483
2011,5,YV,Slight,2089
2011,5,YV,Moderate,838
2011,5,YV,Severe,820
2011,6,9E,None,0
2011,6,9E,Slight,0
2011,6,9E,Moderate,0
2011,6,9E,Severe,0
2011,6,AA,None,34203
2011,6,AA,Slight,12017
2011,6,AA,Moderate,6560
2011,6,AA,Severe,5255
2011,6,AS,None,9167
2011,6,AS,Slight,2152
2011,6,AS,Moderate,652
2011,6,AS,Severe,323
2011,6,B6,None,11343
2011,6,B6,Slight,3690
2011,6,B6,Moderate,2752
2011,6,B6,Severe,2703
2011,6,CO,None,14602
2011,6,CO,Slight,8352
2011,6,CO,Moderate,4732
2011,6,CO,Severe,2987
2011,6,DH,None,0
2011,6,DH,Slight,0
2011,6,DH,Moderate,0
2011,6,DH,Severe,0
2011,6,DL,None,52704
2011,6,DL,Slight,16830
2011,6,DL,Moderate,9750
2011,6,DL,Severe,7516
2011,6,EV,None,10607
2011,6,EV,Slight,4707
2011,6,EV,Moderate,3263
2011,6,EV,Severe,4387
2011,6,F9,None,5416
2011,6,F9,Slight,2700
2011,6,F9,Moderate,1379
2011,6,F9,Severe,845
2011,6,FL,None,15569
2011,6,FL,Slight,5307
2011,6,FL,Moderate,2641
2011,6,FL,Severe,2347
2011,6,HA,None,307
2011,6,HA,Slight,165
2011,6,HA,Moderate,75
2011,6,HA,Severe,34
2011,6,HP,None,0
2011,6,HP,Slight,0
2011,6,HP,Moderate,0
2011,6,HP,Severe,0
2011,6,KH,None,0
2011,6,KH,Slight,0
2011,6,KH,Moderate,0
2011,6,KH,Severe,0
2011,6,MQ,None,22270
2011,6,MQ,Slight,8176
2011,6,MQ,Moderate,4744
2011,6,MQ,Severe,3680
2011,6,NW,None,0
2011,6,NW,Slight,0
2011,6,NW,Moderate,0
2011,6,NW,Severe,0
2011,6,OH,None,0
2011,6,OH,Slight,0
2011,6,OH,Moderate,0
2011,6,OH,Severe,0
2011,6,OO,None,29844
2011,6,OO,Slight,12772
2011,6,OO,Moderate,6100
2011,6,OO,Severe,4219
2011,6,TZ,None,0
2011,6,TZ,Slight,0
2011,6,TZ,Moderate,0
2011,6,TZ,Severe,0
2011,6,UA,None,23238
2011,6,UA,Slight,6581
2011,6,UA,Moderate,4381
2011,6,UA,Severe,4802
2011,6,US,None,21979
2011,6,US,Slight,10270
2011,6,US,Moderate,6428
2011,6,US,Severe,4167
2011,6,VX,None,0
2011,6,VX,Slight,0
2011,6,VX,Moderate,0
2011,6,VX,Severe,0
2011,6,WN,None,40741
2011,6,WN,Slight,15810
2011,6,WN,Moderate,8020
2011,6,WN,Severe,4918
2011,6,XE,None,16647
2011,6,XE,Slight,7332
2011,6,XE,Moderate,4204
2011,6,XE,Severe,3941
2011,6,YV,None,8350
2011,6,YV,Slight,1781
2011,6,YV,Moderate,886
2011,6,YV,Severe,1127
2011,7,9E,None,0
2011,7,9E,Slight,0
2011,7,9E,Moderate,0
2011,7,9E,Severe,0
2011,7,AA,None,36500
2011,7,AA,Slight,11530
2011,7,AA,Moderate,6437
2011,7,AA,Severe,5584
2011,7,AS,None,9421
2011,7,AS,Slight,2217
2011,7,AS,Moderate,649
2011,7,AS,Severe,469
2011,7,B6,None,12289
2011,7,B6,Slight,4155
2011,7,B6,Moderate,2779
2011,7,B6,Severe,2843
2011,7,CO,None,16002
2011,7,CO,Slight,7930
2011,7,CO,Moderate,4440
2011,7,CO,Severe,2931
2011,7,DH,None,0
2011,7,DH,Slight,0
2011,7,DH,Moderate,0
2011,7,DH,Severe,0
2011,7,DL,None,57518
2011,7,DL,Slight,15925
2011,7,DL,Moderate,9252
2011,7,DL,Severe,7759
2011,7,EV,None,12599
2011,7,EV,Slight,4921
2011,7,EV,Moderate,3433
2011,7,EV,Severe,4285
2011,7,F9,None,5112
2011,7,F9,Slight,2862
2011,7,F9,Moderate,1381
2011,7,F9,Severe,1211
2011,7,FL,None,16396
2011,7,FL,Slight,5496
2011,7,FL,Moderate,2699
2011,7,FL,Severe,2214
2011,7,HA,None,320
2011,7,HA,Slight,156
2011,7,HA,Moderate,55
2011,7,HA,Severe,30
2011,7,HP,None,0
2011,7,HP,Slight,0
2011,7,HP,Moderate,0
2011,7,HP,Severe,0
2011,7,KH,None,0
2011,7,KH,Slight,0
2011,7,KH,Moderate,0
2011,7,KH,Severe,0
2011,7,MQ,None,23456
2011,7,MQ,Slight,8541
2011,7,MQ,Moderate,4926
2011,7,MQ,Severe,3441
2011,7,NW,None,0
2011,7,NW,Slight,0
2011,7,NW,Moderate,0
2011,7,NW,Severe,0
2011,7,OH,None,0
2011,7,OH,Slight,0
2011,7,OH,Moderate,0
2011,7,OH,Severe,0
2011,7,OO,None,29367
2011,7,OO,Slight,13453
2011,7,OO,Moderate,6608
2011,7,OO,Severe,6006
2011,7,TZ,None,0
2011,7,TZ,Slight,0
2011,7,TZ,Moderate,0
2011,7,TZ,Severe,0
2011,7,UA,None,23781
2011,7,UA,Slight,6525
2011,7,UA,Moderate,4581
2011,7,UA,Severe,5455
2011,7,US,None,24102
2011,7,US,Slight,10058
2011,7,US,Moderate,5684
2011,7,US,Severe,3954
2011,7,VX,None,0
2011,7,VX,Slight,0
2011,7,VX,Moderate,0
2011,7,VX,Severe,0
2011,7,WN,None,45064
2011,7,WN,Slight,13981
2011,7,WN,Moderate,6652
2011,7,WN,Severe,5207
2011,7,XE,None,17789
2011,7,XE,Slight,7540
2011,7,XE,Moderate,4587
2011,7,XE,Severe,4444
2011,7,YV,None,8622
2011,7,YV,Slight,1642
2011,7,YV,Moderate,924
2011,7,YV,Severe,1349
2011,8,9E,None,0
2011,8,9E,Slight,0
2011,8,9E,Moderate,0
2011,8,9E,Severe,0
2011,8,AA,None,35826
2011,8,AA,Slight,11515
2011,8,AA,Moderate,6065
2011,8,AA,Severe,5535
2011,8,AS,None,9666
2011,8,AS,Slight,2048
2011,8,AS,Moderate,601
2011,8,AS,Severe,405
2011,8,B6,None,9533
2011,8,B6,Slight,4000
2011,8,B6,Moderate,2967
2011,8,B6,Severe,4011
2011,8,CO,None,15782
2011,8,CO,Slight,7781
2011,8,CO,Moderate,4114
2011,8,CO,Severe,2905
2011,8,DH,None,0
2011,8,DH,Slight,0
2011,8,DH,Moderate,0
2011,8,DH,Severe,0
2011,8,DL,None,60322
2011,8,DL,Slight,14424
2011,8,DL,Moderate,7842
2011,8,DL,Severe,5779
2011,8,EV,None,14707
2011,8,EV,Slight,4504
2011,8,EV,Moderate,2576
2011,8,EV,Severe,2657
2011,8,F9,None,6431
2011,8,F9,Slight,2883
2011,8,F9,Moderate,1092
2011,8,F9,Severe,560
2011,8,FL,None,16525
2011,8,FL,Slight,5686
2011,8,FL,Moderate,2302
2011,8,FL,Severe,1772
2011,8,HA,None,321
2011,8,HA,Slight,152
2011,8,HA,Moderate,58
2011,8,HA,Severe,27
2011,8,HP,None,0
2011,8,HP,Slight,0
2011,8,HP,Moderate,0
2011,8,HP,Severe,0
2011,8,KH,None,0
2011,8,KH,Slight,0
2011,8,KH,Moderate,0
2011,8,KH,Severe,0
2011,8,MQ,None,24031
2011,8,MQ,Slight,8342
2011,8,MQ,Moderate,4488
2011,8,MQ,Severe,3121
2011,8,NW,None,0
2011,8,NW,Slight,0
2011,8,NW,Moderate,0
2011,8,NW,Severe,0
2011,8,OH,None,0
2011,8,OH,Slight,0
2011,8,OH,Moderate,0
2011,8,OH,Severe,0
2011,8,OO,None,33536
2011,8,OO,Slight,12817
2011,8,OO,Moderate,5666
2011,8,OO,Severe,4472
2011,8,TZ,None,0
2011,8,TZ,Slight,0
2011,8,TZ,Moderate,0
2011,8,TZ,Severe,0
2011,8,UA,None,25548
2011,8,UA,Slight,6396
2011,8,UA,Moderate,3971
2011,8,UA,Severe,3932
2011,8,US,None,24045
2011,8,US,Slight,9251
2011,8,US,Moderate,5285
2011,8,US,Severe,3655
2011,8,VX,None,0
2011,8,VX,Slight,0
2011,8,VX,Moderate,0
2011,8,VX,Severe,0
2011,8,WN,None,44086
2011,8,WN,Slight,13660
2011,8,WN,Moderate,6453
2011,8,WN,Severe,4606
2011,8,XE,None,20909
2011,8,XE,Slight,6797
2011,8,XE,Moderate,3227
2011,8,XE,Severe,2928
2011,8,YV,None,8966
2011,8,YV,Slight,1744
2011,8,YV,Moderate,798
2011,8,YV,Severe,990
2011,9,9E,None,0
2011,9,9E,Slight,0
2011,9,9E,Moderate,0
2011,9,9E,Severe,0
2011,9,AA,None,35723
2011,9,AA,Slight,11226
2011,9,AA,Moderate,5447
2011,9,AA,Severe,3728
2011,9,AS,None,8820
2011,9,AS,Slight,1900
